Wetland,Wetland Type,Zone,Transect,Quadrat,Sampling Date,Species Richness,Ambrosia artemisiifolia,Apocynum,Asclepias incarnata,Aster sp. ,Bulrush Sp. ,Carex vulpinoidea,Centaurea repens,Ceratophyllum demersum,Cirsium arvense,Dactyloctenium aegyptium,Eleocharis palustris,Elymus elymoides,Fil. Green Algae,Forb sp. ,Grass sp.,Hordeum jubatum,Juncus torreyi,Lemna Minor,Lemna trisulca,Lepidium draba,Lycopus Asper,Melilotus albus,Persicaria lapathifolia,Persicaria sp.,Phalaris arundinacea,Polygynum sp.,Pondweed sp.,Ranunculus sceleratus,River Bulrush,Rush sp.,Salix Exigua,Schoenoplectus acutus,Schoenoplectus americanus,Schoenoplectus tabernaemontani,Scirpus pallidus,Sedge sp.,Sium Suave,Solidago Canadense ,Solidago gigantea,Sonchus arvensis,Sparganium eurycarpum,Stuckenia pectinata,Symphyotrichum novae-angliae,Taraxacum,Tecrium Canadense,Toxicodendron radicans,Typha angustifolia,Typha latifolia,Typha xglacuca,Unknown sp. ,White top grass
Pettigrew,C,Emergent,2,30,7/13/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0
Pettigrew,C,Emergent,2,31,7/13/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
Pittenger,C,Emergent,1,9,7/18/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0
Pittenger,C,Emergent,1,10,7/18/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0
Pittenger,C,Emergent,1,20,7/18/16,,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,60,0,0,0,0
Pittenger,C,Emergent,1,38,7/18/16,,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
Pittenger,C,Emergent,2,4,7/18/16,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0
Pittenger,C,Emergent,2,17,7/18/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
Pittenger,C,Emergent,2,25,7/18/16,,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
Pittenger,C,Emergent,2,37,7/18/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
Ramsey,S,Emergent,1,3,7/20/16,,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
Ramsey,S,Emergent,1,19,7/20/16,,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,20
Ramsey,S,Emergent,1,29,7/20/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
Ramsey,S,Emergent,1,37,7/20/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,10
Ramsey,S,Emergent,2,1,7/20/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,10
Ramsey,S,Emergent,2,10,7/20/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
Ramsey,S,Emergent,2,23,7/20/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0
Ramsey,S,Emergent,2,38,7/20/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,10
Schaefer,S,Emergent,1,9,7/14/16,,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,30,0,0,0,40,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Schaefer,S,Emergent,1,15,7/14/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,15,0,0,0,40,0,0,0,0,15,0,0,0,0,5,0,0,0,0,0,0
Schaefer,S,Emergent,1,29,7/14/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,70,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
Schaefer,S,Emergent,1,31,7/14/16,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,5,10,0,0,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Schaefer,S,Emergent,2,5,7/14/16,,0,0,0,0,0,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,5,0,0,0,0,0,0,40,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Schaefer,S,Emergent,2,14,7/14/16,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,5,0,0,0,0,0,0,20,0,30,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Schaefer,S,Emergent,2,24,7/14/16,,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,10,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Schaefer,S,Emergent,2,33,7/14/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Swartz,T,Emergent,1,3,7/13/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
Swartz,T,Emergent,1,13,7/13/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
Swartz,T,Emergent,1,29,7/13/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
Swartz,T,Emergent,1,33,7/13/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
Swartz,T,Emergent,2,9,7/13/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0
Swartz,T,Emergent,2,18,7/13/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0
Swartz,T,Emergent,2,26,7/13/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0
Swartz,T,Emergent,2,38,7/13/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0
Volker II,T,Emergent,1,1,7/12/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
Volker II,T,Emergent,1,18,7/12/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0
Volker II,T,Emergent,1,21,7/12/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0
Volker II,T,Emergent,1,38,7/12/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
Volker II,T,Emergent,2,8,7/12/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0
Volker II,T,Emergent,2,19,7/12/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0
Volker II,T,Emergent,2,21,7/12/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
Volker II,T,Emergent,2,33,7/12/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0
Ziegler ,S,Emergent,1,3,7/18/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0
Ziegler ,S,Emergent,1,14,7/18/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0
Ziegler ,S,Emergent,1,28,7/18/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0
Ziegler ,S,Emergent,1,38,7/18/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0
Ziegler ,S,Emergent,2,7,7/18/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0
Ziegler ,S,Emergent,2,18,7/18/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0
Ziegler ,S,Emergent,2,22,7/18/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
Ziegler ,S,Emergent,2,40,7/18/16,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0
